Timestamp,Source_IP,Destination_IP,Attack_Type,Protocol,Packet_Size,Failed_Logins,Country,Response_Time,Threat_Level
4/18/26 10:33,203.0.113.106,10.0.0.8,DDoS,HTTPS,1364,1,UK,817,Medium
4/18/26 10:35,192.0.2.178,10.0.1.18,Phishing,HTTPS,1300,2,Germany,161,Medium
4/18/26 10:43,198.51.100.213,10.0.0.20,Brute Force,HTTPS,300,8,Japan,604,Medium
4/18/26 10:54,192.0.2.24,10.0.0.20,Malware,TCP,1047,8,India,671,High
4/18/26 11:42,198.51.100.244,10.0.0.5,Phishing,HTTPS,367,5,Japan,249,Low
4/18/26 11:49,198.51.100.71,10.0.0.15,Phishing,HTTP,379,1,USA,213,Low
4/18/26 12:06,203.0.113.111,10.1.0.21,Phishing,HTTPS,514,1,UK,168,Low
4/18/26 12:07,198.51.100.216,10.1.0.14,Phishing,HTTPS,326,0,Japan,349,Low
4/18/26 13:22,203.0.113.120,172.16.0.8,Phishing,HTTPS,456,0,UK,40,Low
4/18/26 13:28,198.51.100.86,172.16.1.4,Brute Force,TCP,121,11,USA,543,Medium
4/18/26 14:06,192.0.2.16,192.168.1.10,Phishing,HTTPS,373,1,India,231,Low
4/18/26 14:31,198.51.100.216,10.0.0.8,Brute Force,HTTPS,208,8,Japan,555,Medium
4/18/26 14:47,192.0.2.155,10.0.0.8,Phishing,HTTPS,389,0,Germany,177,Low
4/18/26 15:00,198.51.100.207,172.16.0.5,Malware,TCP,392,3,Japan,456,Medium
4/18/26 15:49,192.0.2.33,172.16.1.4,Brute Force,TCP,148,7,India,566,Medium
4/18/26 16:28,192.0.2.26,192.168.1.10,Brute Force,TCP,182,11,India,372,Medium
4/18/26 16:48,198.51.100.65,10.1.0.14,Phishing,HTTPS,393,3,USA,303,Low
4/18/26 16:54,192.0.2.1,10.0.1.4,Brute Force,HTTPS,490,15,India,671,High
4/18/26 16:57,198.51.100.76,10.0.1.7,Brute Force,TCP,269,9,USA,585,Medium
4/18/26 17:06,192.0.2.191,10.0.0.8,Phishing,HTTPS,343,1,Germany,273,Low
4/18/26 17:20,192.0.2.8,10.0.0.20,Brute Force,TCP,167,4,India,543,Low
4/18/26 17:35,192.0.2.26,10.0.0.5,DDoS,UDP,724,0,India,1174,High
4/18/26 18:27,192.0.2.41,10.0.1.11,Brute Force,TCP,488,1,India,235,Medium
4/18/26 18:45,192.0.2.196,172.16.1.4,Malware,TCP,968,6,Germany,178,Medium
4/18/26 18:46,192.0.2.34,10.0.1.4,DDoS,UDP,728,0,India,1118,Medium
4/18/26 19:05,192.0.2.3,172.16.1.9,Malware,HTTP,739,8,India,304,Medium
4/18/26 19:17,203.0.113.140,10.0.1.7,Brute Force,HTTPS,561,11,UK,527,Medium
4/18/26 19:43,198.51.100.57,172.16.0.12,DDoS,HTTPS,1255,0,USA,574,High
4/18/26 20:19,198.51.100.67,10.0.1.11,Brute Force,HTTPS,198,1,USA,360,Medium
4/18/26 20:19,192.0.2.46,10.1.0.14,Phishing,HTTPS,489,5,India,379,Low
4/18/26 20:25,198.51.100.90,192.168.2.20,SQL Injection,TCP,727,1,USA,70,Medium
4/18/26 20:25,192.0.2.30,10.0.0.8,Brute Force,TCP,985,3,India,526,Medium
4/18/26 20:48,192.0.2.33,10.0.0.5,Phishing,HTTP,716,0,India,128,Low
4/18/26 21:29,198.51.100.210,10.0.0.12,SQL Injection,HTTPS,504,0,Japan,526,Medium
4/18/26 22:14,198.51.100.241,192.168.1.5,Phishing,HTTPS,425,0,Japan,179,Low
4/18/26 22:19,203.0.113.116,10.0.0.5,Phishing,HTTPS,409,1,UK,200,Low
4/18/26 22:47,198.51.100.210,172.16.0.12,Malware,UDP,480,2,Japan,516,Medium
4/18/26 23:04,192.0.2.30,10.1.0.10,Malware,TCP,566,6,India,639,Medium
4/19/26 3:49,198.51.100.210,10.0.1.22,Phishing,HTTPS,566,1,Japan,48,Low
4/19/26 4:46,192.0.2.15,192.168.1.25,DDoS,UDP,1016,2,India,484,High
4/19/26 5:49,192.0.2.26,10.0.0.15,Phishing,HTTPS,993,0,India,370,Medium
4/19/26 6:17,192.0.2.151,10.0.1.4,Malware,HTTPS,566,2,Germany,336,Medium
4/19/26 6:33,203.0.113.141,10.1.0.14,Malware,HTTP,1086,1,UK,80,Medium
4/19/26 6:40,192.0.2.192,192.168.1.25,Brute Force,TCP,299,13,Germany,346,High
4/19/26 7:28,192.0.2.177,192.168.1.25,Malware,TCP,578,6,Germany,433,Medium
4/19/26 7:34,198.51.100.207,10.0.1.4,Phishing,HTTPS,736,2,Japan,270,Low
4/19/26 7:40,192.0.2.45,192.168.1.25,Malware,TCP,940,1,India,442,Medium
4/19/26 8:18,192.0.2.16,10.1.0.10,Malware,HTTPS,624,2,India,762,Medium
4/19/26 8:30,198.51.100.52,10.0.0.8,Phishing,HTTPS,561,0,USA,200,Low
4/19/26 8:48,192.0.2.11,10.0.0.12,Phishing,HTTPS,361,5,India,180,Low
4/19/26 9:09,198.51.100.88,10.0.0.8,Phishing,HTTPS,523,5,USA,198,Low
4/19/26 9:20,198.51.100.219,10.0.0.5,Phishing,HTTPS,496,0,Japan,374,Low
4/19/26 10:24,192.0.2.39,10.1.0.21,Malware,HTTPS,617,4,India,529,Medium
4/19/26 10:26,198.51.100.58,10.0.1.22,Brute Force,HTTPS,374,11,USA,916,Medium
4/19/26 11:13,198.51.100.202,172.16.1.4,Malware,UDP,406,0,Japan,582,Medium
4/19/26 11:25,192.0.2.26,10.1.0.14,Malware,HTTPS,884,0,India,822,Medium
4/19/26 11:25,203.0.113.126,10.0.1.4,Brute Force,HTTPS,176,15,UK,751,High
4/19/26 11:45,192.0.2.194,172.16.1.4,SQL Injection,HTTP,642,4,Germany,456,Medium
4/19/26 11:54,203.0.113.115,10.0.1.11,SQL Injection,HTTPS,644,3,UK,428,Medium
4/19/26 12:26,192.0.2.177,172.16.0.12,Phishing,HTTPS,570,2,Germany,185,Low
4/19/26 12:38,203.0.113.141,172.16.0.5,Malware,TCP,765,7,UK,697,Medium
4/19/26 12:46,192.0.2.155,172.16.0.12,Brute Force,TCP,402,9,Germany,501,Medium
4/19/26 12:52,192.0.2.191,10.1.0.14,SQL Injection,TCP,475,2,Germany,85,Low
4/19/26 13:03,192.0.2.30,172.16.1.4,Brute Force,TCP,432,9,India,720,Medium
4/19/26 13:18,198.51.100.216,10.1.0.14,DDoS,UDP,1401,1,Japan,825,High
4/19/26 13:33,192.0.2.164,192.168.1.5,Malware,TCP,437,3,Germany,662,Medium
4/19/26 13:42,203.0.113.143,10.0.1.4,Malware,HTTPS,453,0,UK,459,Medium
4/19/26 14:08,203.0.113.136,192.168.1.25,Phishing,HTTPS,608,1,UK,151,Low
4/19/26 14:11,198.51.100.88,172.16.0.5,Phishing,HTTPS,752,1,USA,69,Low
4/19/26 14:44,192.0.2.3,10.1.0.10,Malware,HTTPS,752,2,India,392,Medium
4/19/26 14:56,198.51.100.82,10.1.0.14,Phishing,HTTPS,342,0,USA,143,Low
4/19/26 16:11,192.0.2.24,10.0.0.12,Brute Force,HTTP,353,11,India,442,Medium
4/19/26 16:14,198.51.100.76,10.0.0.15,SQL Injection,HTTPS,217,0,USA,177,Medium
4/19/26 16:51,198.51.100.76,10.0.1.7,Brute Force,TCP,295,7,USA,466,Medium
4/19/26 17:05,198.51.100.93,192.168.1.10,SQL Injection,TCP,934,2,USA,600,Medium
4/19/26 17:40,198.51.100.217,10.1.0.25,DDoS,HTTP,969,1,Japan,1183,Medium
4/19/26 17:59,198.51.100.61,10.0.0.20,DDoS,HTTPS,1317,2,USA,565,High
4/19/26 18:08,203.0.113.102,192.168.1.10,DDoS,TCP,1406,0,UK,245,Medium
4/19/26 18:48,192.0.2.165,10.0.0.8,Phishing,HTTPS,310,1,Germany,322,Low
4/19/26 19:52,198.51.100.84,10.0.1.4,Malware,HTTPS,744,0,USA,435,Medium
4/19/26 21:07,192.0.2.24,10.1.0.21,SQL Injection,HTTPS,645,4,India,99,Medium
4/19/26 21:55,192.0.2.25,10.1.0.21,Phishing,HTTPS,477,1,India,289,Low
4/19/26 22:21,198.51.100.67,10.0.1.4,Brute Force,TCP,73,8,USA,609,Medium
4/20/26 0:04,198.51.100.72,10.0.1.22,Brute Force,TCP,317,9,USA,452,Medium
4/20/26 1:26,192.0.2.26,10.1.0.21,Phishing,HTTPS,340,0,India,335,Low
4/20/26 1:35,192.0.2.166,10.0.1.18,Phishing,HTTP,227,2,Germany,299,Low
4/20/26 3:55,192.0.2.40,192.168.1.5,Phishing,HTTPS,344,1,India,115,Low
4/20/26 3:56,192.0.2.164,10.0.1.11,SQL Injection,HTTPS,296,1,Germany,175,Medium
4/20/26 7:07,198.51.100.98,10.0.1.11,Phishing,HTTPS,686,1,USA,237,Low
4/20/26 7:16,198.51.100.77,10.0.0.8,Phishing,HTTPS,562,2,USA,122,Low
4/20/26 9:01,192.0.2.2,172.16.1.4,Phishing,HTTP,173,0,India,212,Low
4/20/26 9:15,203.0.113.114,10.0.1.22,Phishing,HTTPS,281,1,UK,143,Low
4/20/26 9:17,192.0.2.30,10.0.0.15,SQL Injection,HTTPS,436,5,India,618,Medium
4/20/26 9:18,203.0.113.110,172.16.0.12,SQL Injection,HTTPS,930,5,UK,357,Medium
4/20/26 9:34,192.0.2.183,10.0.0.5,Brute Force,HTTPS,812,1,Germany,323,Medium
4/20/26 10:03,192.0.2.30,10.0.1.11,Brute Force,TCP,133,8,India,465,Medium
4/20/26 10:06,192.0.2.19,10.0.0.5,Phishing,HTTPS,592,1,India,224,Low
4/20/26 10:18,203.0.113.133,10.0.1.4,Phishing,HTTPS,187,0,UK,142,Low
4/20/26 10:54,198.51.100.234,10.0.1.18,DDoS,UDP,1012,0,Japan,770,Medium
4/20/26 10:56,198.51.100.91,10.1.0.14,Malware,HTTP,303,0,USA,296,Low
4/20/26 11:57,192.0.2.34,10.0.1.22,Phishing,HTTP,537,2,India,222,Low
4/20/26 12:21,192.0.2.191,10.0.1.22,DDoS,TCP,1071,0,Germany,952,Medium
4/20/26 12:23,198.51.100.216,10.0.0.5,Malware,HTTPS,1236,3,Japan,431,Medium
4/20/26 12:28,192.0.2.24,10.1.0.14,Malware,TCP,851,0,India,211,Medium
4/20/26 12:32,192.0.2.26,192.168.1.5,DDoS,UDP,1073,3,India,612,Medium
4/20/26 12:35,203.0.113.101,10.0.1.4,Malware,TCP,803,1,UK,174,Medium
4/20/26 12:40,192.0.2.33,172.16.1.15,Brute Force,TCP,189,16,India,617,High
4/20/26 12:56,192.0.2.175,10.0.0.8,Phishing,HTTPS,503,1,Germany,179,Low
4/20/26 13:37,198.51.100.77,10.0.1.4,Phishing,HTTPS,669,0,USA,300,Low
4/20/26 13:57,198.51.100.96,10.0.0.12,Malware,HTTP,938,0,USA,375,Medium
4/20/26 14:13,198.51.100.89,10.0.0.20,SQL Injection,HTTPS,846,4,USA,234,Medium
4/20/26 14:45,192.0.2.151,10.1.0.14,SQL Injection,HTTPS,535,3,Germany,253,Medium
4/20/26 15:11,198.51.100.88,10.0.1.7,Brute Force,TCP,232,11,USA,787,High
4/20/26 15:30,192.0.2.8,172.16.1.4,Malware,UDP,845,10,India,554,Medium
4/20/26 15:45,192.0.2.3,172.16.1.15,SQL Injection,HTTPS,306,0,India,260,Medium
4/20/26 15:55,198.51.100.51,10.0.0.15,SQL Injection,HTTPS,587,1,USA,510,Low
4/20/26 16:00,192.0.2.34,10.1.0.21,Malware,HTTP,438,3,India,590,Medium
4/20/26 16:23,192.0.2.162,10.0.0.5,Phishing,HTTPS,705,1,Germany,409,Medium
4/20/26 16:31,198.51.100.84,192.168.1.5,DDoS,UDP,1500,0,USA,770,Medium
4/20/26 16:33,203.0.113.130,192.168.1.10,Phishing,HTTPS,271,0,UK,289,Low
4/20/26 17:14,192.0.2.28,10.0.1.22,SQL Injection,TCP,588,1,India,460,Medium
4/20/26 17:32,192.0.2.38,10.0.0.5,DDoS,UDP,942,0,India,720,Medium
4/20/26 18:30,198.51.100.80,192.168.1.5,Brute Force,HTTP,143,6,USA,414,Medium
4/20/26 18:54,198.51.100.215,10.0.0.5,Brute Force,TCP,134,4,Japan,364,Low
4/20/26 19:22,203.0.113.126,172.16.1.4,Phishing,HTTPS,388,1,UK,221,Low
4/20/26 19:56,198.51.100.213,172.16.0.12,Brute Force,HTTPS,147,5,Japan,416,Low
4/20/26 20:47,198.51.100.88,10.1.0.21,Phishing,HTTPS,406,0,USA,250,Low
4/20/26 21:15,192.0.2.151,172.16.1.9,Malware,TCP,593,4,Germany,560,Medium
4/20/26 22:05,192.0.2.38,10.1.0.21,Phishing,HTTP,222,0,India,161,Low
4/20/26 23:50,198.51.100.210,10.0.0.8,Malware,HTTPS,684,7,Japan,639,High
4/21/26 0:18,192.0.2.190,172.16.0.12,DDoS,UDP,1194,0,Germany,745,Medium
4/21/26 0:25,192.0.2.13,10.0.0.15,Brute Force,HTTPS,296,2,India,459,Medium
4/21/26 1:34,192.0.2.183,10.1.0.10,SQL Injection,HTTPS,841,1,Germany,413,Medium
4/21/26 2:17,198.51.100.95,10.1.0.14,DDoS,UDP,1397,0,USA,773,High
4/21/26 3:56,203.0.113.118,10.0.1.22,Phishing,HTTPS,1207,0,UK,214,Low
4/21/26 4:24,192.0.2.192,10.1.0.14,Phishing,HTTPS,328,1,Germany,280,Low
4/21/26 6:22,192.0.2.3,172.16.0.5,Brute Force,TCP,535,7,India,543,Medium
4/21/26 6:49,192.0.2.26,10.0.0.5,Brute Force,HTTPS,201,10,India,512,Medium
4/21/26 7:09,198.51.100.208,10.1.0.21,DDoS,TCP,362,0,Japan,1132,Medium
4/21/26 7:32,192.0.2.24,172.16.1.4,SQL Injection,TCP,644,4,India,196,Medium
4/21/26 8:00,198.51.100.92,172.16.0.5,Brute Force,TCP,210,6,USA,247,Low
4/21/26 8:02,192.0.2.26,10.0.0.20,SQL Injection,HTTPS,763,3,India,292,Medium
4/21/26 8:15,198.51.100.84,10.0.0.12,Malware,TCP,1129,4,USA,269,Medium
4/21/26 9:13,192.0.2.33,10.1.0.21,DDoS,UDP,1500,0,India,1135,Critical
4/21/26 9:22,203.0.113.142,172.16.0.12,DDoS,UDP,818,2,UK,1077,High
4/21/26 10:07,198.51.100.219,172.16.0.8,Malware,TCP,1500,1,Japan,595,Medium
4/21/26 10:24,198.51.100.83,172.16.0.8,SQL Injection,HTTPS,429,5,USA,525,Medium
4/21/26 10:50,198.51.100.219,10.0.0.8,Malware,UDP,411,4,Japan,368,Medium
4/21/26 10:58,192.0.2.8,10.0.0.20,Phishing,HTTPS,335,0,India,108,Low
4/21/26 11:22,192.0.2.191,10.0.0.15,DDoS,TCP,1013,0,Germany,277,Medium
4/21/26 11:36,198.51.100.79,10.0.1.7,Phishing,HTTPS,358,0,USA,238,Low
4/21/26 11:47,192.0.2.44,10.0.0.15,Phishing,HTTP,707,1,India,245,Low
4/21/26 11:53,198.51.100.216,10.1.0.25,SQL Injection,HTTPS,556,1,Japan,628,Medium
4/21/26 12:04,192.0.2.36,10.0.0.12,Phishing,HTTP,594,1,India,372,Low
4/21/26 12:59,198.51.100.53,10.0.0.15,Malware,TCP,577,1,USA,770,Medium
4/21/26 13:11,198.51.100.236,10.0.1.18,Phishing,HTTP,475,1,Japan,412,Low
4/21/26 13:49,198.51.100.236,10.0.0.20,Brute Force,HTTPS,250,1,Japan,336,Medium
4/21/26 14:08,192.0.2.2,172.16.1.4,Brute Force,TCP,105,6,India,618,Medium
4/21/26 14:09,203.0.113.136,192.168.2.6,Malware,TCP,361,0,UK,607,Medium
4/21/26 14:48,198.51.100.92,10.0.1.4,SQL Injection,HTTPS,622,2,USA,221,Medium
4/21/26 14:54,198.51.100.222,10.1.0.21,Phishing,HTTP,646,1,Japan,230,Low
4/21/26 15:04,192.0.2.33,10.0.0.20,DDoS,UDP,1078,2,India,611,High
4/21/26 15:07,198.51.100.72,10.0.0.15,DDoS,UDP,1256,0,USA,650,Medium
4/21/26 15:27,198.51.100.74,172.16.0.5,Malware,HTTPS,1500,4,USA,534,Medium
4/21/26 15:47,192.0.2.22,10.0.0.5,SQL Injection,HTTP,451,2,India,534,Medium
4/21/26 15:51,192.0.2.173,10.0.1.18,Malware,HTTPS,640,5,Germany,346,Medium
